Accuracy,Balanced_Accuracy,Precision (1=Alta),Recall (1=Alta),F1 (1=Alta),F1 ponderado
0.4991364421416235,0.49776688453159046,0.5574324324324325,0.5092592592592593,0.532258064516129,0.5008602440495903
